Child_ID,Exam,Goal,Grade,main_learnpath,Title,Format_refrence,Topic_learnpath_name,Concept_count
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--food: where does it come from?,,5ec5867a0c88fe5860961943,,
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--components of food,Food Materials and Sources,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--food: where does it come from?--food materials and sources,3
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--components of food,Food and Its Components,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--components of food--food and its components,33
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--components of food,Plant parts and Animal Products as Food,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--food: where does it come from?--plant parts and animal products as food,16
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--components of food,Importance of Nutrients,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--components of food--importance of nutrients,10
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--components of food,Food Variety,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--food: where does it come from?--food variety,5
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--getting to know plants,,5ec5867a0c88fe5860961943,,
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--body movements,,5ec5867a0c88fe5860961943,,
4126729,6th CBSE,CBSE,6,"cbse--6th cbse--science--biology--garbage in, garbage out",Dealing With Garbage,5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--garbage in, garbage out--dealing with garbage",11
4126729,6th CBSE,CBSE,6,"cbse--6th cbse--science--biology--garbage in, garbage out",Think and Throw,5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--garbage in, garbage out--think and throw",5
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--fibre to fabric,Fibre,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--fibre to fabric--fibre,8
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--sorting materials into groups,"Transparent, Opaque and translucent Objects",5ec5867a0c88fe5860961943,"cbse--6th cbse--science--physics--light, shadows and reflections--transparent, opaque and translucent objects",5
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--sorting materials into groups,Plant Fibres,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--fibre to fabric--plant fibres,3
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--separation of substances,,5ec5867a0c88fe5860961943,,
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--changes around us,,5ec5867a0c88fe5860961943,,
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--water,,5ec5867a0c88fe5860961943,,
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--air around us,,5ec5867a0c88fe5860961943,,
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--motion and measurement of distances,Units of Measurement,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--motion and measurement of distances--units of measurement,9
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--motion and measurement of distances,Circles,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--geometry--basic geometrical ideas--circles,14
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--electricity and circuits,Electric Circuit,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--electricity and circuits--electric circuit,5
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--electricity and circuits,Electric Cell,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--electricity and circuits--electric cell,6
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--electricity and circuits,Bulb Connected to an Electric Cell,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--electricity and circuits--bulb connected to an electric cell,4
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--fun with magnets,Poles of Magnet,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--fun with magnets--poles of magnet,2
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--fun with magnets,Finding Directions,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--fun with magnets--finding directions,3
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--fun with magnets,Magnetic and Non- Magnetic Materials,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--fun with magnets--magnetic and non- magnetic materials,5
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--fun with magnets,Discovery of Magnets,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--fun with magnets--discovery of magnets,8
4126729,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,,5ec5867a0c88fe5860961943,,
4126729,6th CBSE,CBSE,6,"cbse--6th cbse--science--physics--light, shadows and reflections","Transparent, Opaque and translucent Objects",5ec5867a0c88fe5860961943,"cbse--6th cbse--science--physics--light, shadows and reflections--transparent, opaque and translucent objects",5
4126729,6th CBSE,CBSE,6,"cbse--6th cbse--science--physics--light, shadows and reflections",Introduction to Light,5ec5867a0c88fe5860961943,"cbse--6th cbse--science--physics--light, shadows and reflections--introduction to light",1
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--elementary algebra--algebra,,5ec5867a0c88fe5860961943,,
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--geometry--basic geometrical ideas,,5ec5867a0c88fe5860961943,,
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--geometry--understanding elementary shapes,Measuring line segments,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--geometry--understanding elementary shapes--measuring line segments,12
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--geometry--understanding elementary shapes,Line,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--geometry--basic geometrical ideas--line,24
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--geometry--understanding elementary shapes,Angles,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--geometry--understanding elementary shapes--angles,15
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--geometry--mensuration,,5ec5867a0c88fe5860961943,,
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--geometry--symmetry,Quadrilaterals,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--geometry--understanding elementary shapes--quadrilaterals,11
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--geometry--practical geometry,Angles,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--geometry--basic geometrical ideas--angles,8
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--geometry--practical geometry,Line,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--geometry--basic geometrical ideas--line,24
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--geometry--practical geometry,Perpendicular Lines,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--geometry--understanding elementary shapes--perpendicular lines,4
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--geometry--practical geometry,Circles,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--geometry--basic geometrical ideas--circles,14
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--statistics--data handling,,5ec5867a0c88fe5860961943,,
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--arithmetic--fractions,Proper and Improper Fractions,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--arithmetic--fractions--proper and improper fractions,8
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--arithmetic--playing with numbers,Prime and Composite Numbers,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--arithmetic--playing with numbers--prime and composite numbers,8
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--arithmetic--playing with numbers,Patterns in Whole Numbers,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--arithmetic--whole numbers--patterns in whole numbers,3
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--arithmetic--ratio and proportion,,5ec5867a0c88fe5860961943,,
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--arithmetic--knowing our numbers,Large Numbers in Practice,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--arithmetic--knowing our numbers--large numbers in practice,11
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--arithmetic--integers,The Number Line,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--arithmetic--whole numbers--the number line,5
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--arithmetic--integers,Introduction to Integers,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--arithmetic--integers--introduction to integers,12
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--arithmetic--decimals,The Number Line,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--arithmetic--whole numbers--the number line,5
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--arithmetic--decimals,Introduction to Fractions,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--arithmetic--fractions--introduction to fractions,6
4126729,6th CBSE,CBSE,6,cbse--6th cbse--mathematics--arithmetic--whole numbers,,5ec5867a0c88fe5860961943,,
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--nutrition in animals,Food Materials and Sources,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--food: where does it come from?--food materials and sources,3
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--nutrition in animals,Introduction to Nutrition in Animals,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--nutrition in animals--introduction to nutrition in animals,1
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--nutrition in animals,Food and Its Components,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--components of food--food and its components,33
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--nutrition in animals,Plant parts and Animal Products as Food,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--food: where does it come from?--plant parts and animal products as food,16
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--nutrition in animals,Introduction to Nutrition,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--nutrition in plant--introduction to nutrition,2
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--nutrition in animals,Digestion in Humans,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--nutrition in animals--digestion in humans,45
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--nutrition in animals,What do Animals Eat,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--food: where does it come from?--what do animals eat,6
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--nutrition in animals,Different Modes of Food Intake,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--nutrition in animals--different modes of food intake,5
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--nutrition in animals,Mode of Nutrition in Plants,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--nutrition in plant--mode of nutrition in plants,11
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--nutrition in animals,Digestion in Grass Eating Animals,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--nutrition in animals--digestion in grass eating animals,6
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--nutrition in animals,Characteristics of Organisms,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--characteristics of organisms,35
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--biology--weather, climate and adaptations of animals to climate",Organisms and Their Surroundings,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--organisms and their surroundings,3
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--biology--weather, climate and adaptations of animals to climate",Water Cycle,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--water cycle,15
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--biology--weather, climate and adaptations of animals to climate",Presence of Air Around Us,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--air around us--presence of air around us,8
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--biology--weather, climate and adaptations of animals to climate",A Journey Through Different Habitats,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--a journey through different habitats,26
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--biology--weather, climate and adaptations of animals to climate",Climate,5ec5867a0c88fe5860961943,"cbse--7th cbse--science--biology--weather, climate and adaptations of animals to climate--climate",2
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--biology--weather, climate and adaptations of animals to climate",Habitat and Adaptation,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--habitat and adaptation,22
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--respiration in organisms,Breathing,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--respiration in organisms--breathing,5
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--respiration in organisms,Respiration,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--respiration in organisms--respiration,9
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--respiration in organisms,Characteristics of Organisms,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--characteristics of organisms,35
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--respiration in organisms,Human Respiratory System,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--respiration in organisms--human respiratory system,16
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--transportation in animals and plants,Respiration,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--respiration in organisms--respiration,9
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--transportation in animals and plants,Root,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--getting to know plants--root,10
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--transportation in animals and plants,Excretory System,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--transportation in animals and plants--excretory system,16
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--transportation in animals and plants,Leaf,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--getting to know plants--leaf,17
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--transportation in animals and plants,Characteristics of Organisms,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--characteristics of organisms,35
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--transportation in animals and plants,Stem,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--getting to know plants--stem,5
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--transportation in animals and plants,Circulatory System,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--transportation in animals and plants--circulatory system,33
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--reproduction in plants,Plant parts and Animal Products as Food,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--food: where does it come from?--plant parts and animal products as food,16
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--reproduction in plants,Flower,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--getting to know plants--flower,15
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--reproduction in plants,Fruits and Seed Formation,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--reproduction in plants--fruits and seed formation,6
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--reproduction in plants,Characteristics of Organisms,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--characteristics of organisms,35
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--reproduction in plants,Seed Dispersal,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--reproduction in plants--seed dispersal,9
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--reproduction in plants,Habitat and Adaptation,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--habitat and adaptation,22
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--reproduction in plants,Modes of Reproduction,5ec5867a0c88fe5860961943,cbse--7th cbse--science--biology--reproduction in plants--modes of reproduction,22
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--reproduction in plants,"Herbs, shrubs, and trees",5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--getting to know plants--herbs, shrubs, and trees",22
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--forests: our lifeline,Water Cycle,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--water cycle,15
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--forests: our lifeline,Plant parts and Animal Products as Food,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--food: where does it come from?--plant parts and animal products as food,16
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--forests: our lifeline,What do Animals Eat,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--food: where does it come from?--what do animals eat,6
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--biology--forests: our lifeline,"Herbs, shrubs, and trees",5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--getting to know plants--herbs, shrubs, and trees",22
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--fibre to fabric,Fibre,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--fibre to fabric--fibre,8
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--chemistry--acids, bases and salts",Food and Its Components,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--components of food--food and its components,33
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--chemistry--acids, bases and salts",Chemical Changes,5ec5867a0c88fe5860961943,cbse--7th cbse--science--chemistry--physical and chemical changes--chemical changes,21
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--chemistry--acids, bases and salts",Properties of Materials,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--sorting materials into groups--properties of materials,34
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--physical and chemical changes,Reversible and Irreversible Changes,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--changes around us--reversible and irreversible changes,24
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--physical and chemical changes,Ways to Bring About Changes,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--changes around us--ways to bring about changes,6
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--physical and chemical changes,Introduction to Separation of Substances,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--separation of substances--introduction to separation of substances,7
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--physical and chemical changes,Methods of Separation,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--separation of substances--methods of separation,20
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--soil,Oxygen in Soil and Water,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--air around us--oxygen in soil and water,2
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--water: a precious resource,Sources of Water,5ec5867a0c88fe5860961943,cbse--7th cbse--science--chemistry--water: a precious resource--sources of water,3
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--water: a precious resource,Conservation of Water,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--conservation of water,3
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--water: a precious resource,Forms of Water,5ec5867a0c88fe5860961943,cbse--7th cbse--science--chemistry--water: a precious resource--forms of water,11
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--water: a precious resource,Consumption of Water in Everyday Life,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--consumption of water in everyday life,5
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--water: a precious resource,Sources of Water,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--sources of water,3
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--water: a precious resource,Effects of Uneven Rainfall,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--effects of uneven rainfall,5
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--wastewater story,Sewerage System,5ec5867a0c88fe5860961943,cbse--7th cbse--science--chemistry--wastewater story--sewerage system,22
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--wastewater story,Importance of Water,5ec5867a0c88fe5860961943,cbse--7th cbse--science--chemistry--wastewater story--importance of water,6
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--chemistry--wastewater story,Consumption of Water in Everyday Life,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--consumption of water in everyday life,5
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--heat,Laboratory Thermometer,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--heat--laboratory thermometer,1
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--heat,Hot and Cold,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--heat--hot and cold,3
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--heat,Temperature and its Measurements,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--heat--temperature and its measurements,5
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--heat,Electric Conductors and Insulators,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--electricity and circuits--electric conductors and insulators,8
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--physics--winds, storms and cyclones",Presence of Air Around Us,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--air around us--presence of air around us,8
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--physics--winds, storms and cyclones",Heat Transfer by Convection,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--heat--heat transfer by convection,5
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--physics--winds, storms and cyclones",Laboratory Thermometer,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--heat--laboratory thermometer,1
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--physics--winds, storms and cyclones",Low Pressure due to High Speed Wind,5ec5867a0c88fe5860961943,"cbse--7th cbse--science--physics--winds, storms and cyclones--low pressure due to high speed wind",2
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--physics--winds, storms and cyclones",Thunderstorms and Cyclones,5ec5867a0c88fe5860961943,"cbse--7th cbse--science--physics--winds, storms and cyclones--thunderstorms and cyclones",8
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--physics--winds, storms and cyclones",Temperature and its Measurements,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--heat--temperature and its measurements,5
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--physics--winds, storms and cyclones",Air Exerts Pressure,5ec5867a0c88fe5860961943,"cbse--7th cbse--science--physics--winds, storms and cyclones--air exerts pressure",5
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--physics--winds, storms and cyclones",Effect of Heat on Air,5ec5867a0c88fe5860961943,"cbse--7th cbse--science--physics--winds, storms and cyclones--effect of heat on air",2
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--physics--winds, storms and cyclones",Role of Advanced Technology in Cyclone Warning,5ec5867a0c88fe5860961943,"cbse--7th cbse--science--physics--winds, storms and cyclones--role of advanced technology in cyclone warning",4
4126738,7th CBSE,CBSE,7,"cbse--7th cbse--science--physics--winds, storms and cyclones",Destruction Caused by Cyclones,5ec5867a0c88fe5860961943,"cbse--7th cbse--science--physics--winds, storms and cyclones--destruction caused by cyclones",1
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--motion and time,Speed,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--motion and time--speed,6
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--motion and time,Measuring Speed,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--motion and time--measuring speed,3
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--motion and time,Units of Measurement,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--motion and measurement of distances--units of measurement,9
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--motion and time,Measurement of Time,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--motion and time--measurement of time,7
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--motion and time,Measurements of Length,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--motion and measurement of distances--measurements of length,4
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--motion and time,Introduction to Motion,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--motion and measurement of distances--introduction to motion,10
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--motion and time,Motion,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--motion and time--motion,3
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--electric current and its effects,Poles of Magnet,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--fun with magnets--poles of magnet,2
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--electric current and its effects,Electromagnet,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--electric current and its effects--electromagnet,3
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--electric current and its effects,Electric Circuit,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--electricity and circuits--electric circuit,5
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--electric current and its effects,Magnetic Effect of Electric Current,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--electric current and its effects--magnetic effect of electric current,2
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--electric current and its effects,Attraction and Repulsion Between magnets,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--fun with magnets--attraction and repulsion between magnets,7
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--electric current and its effects,Electric Cell,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--electricity and circuits--electric cell,6
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--electric current and its effects,Temperature and its Measurements,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--heat--temperature and its measurements,5
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--electric current and its effects,Discovery of Magnets,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--fun with magnets--discovery of magnets,8
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--electric current and its effects,Bulb Connected to an Electric Cell,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--electricity and circuits--bulb connected to an electric cell,4
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--electric current and its effects,Electric Conductors and Insulators,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--electricity and circuits--electric conductors and insulators,8
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--light,Images formed by Spherical Mirrors,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--light--images formed by spherical mirrors,14
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--light,Reflection of Light,5ec5867a0c88fe5860961943,cbse--7th cbse--science--physics--light--reflection of light,6
4126738,7th CBSE,CBSE,7,cbse--7th cbse--science--physics--light,Reflection and symmetry,5ec5867a0c88fe5860961943,cbse--6th cbse--mathematics--geometry--symmetry--reflection and symmetry,3
